time,no,review,score,read_volume
2022/6/24,140,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '小科', '我', '来', '了', '，', '今天', '进驻', '小']",0,182
2022/6/24,141,"['谁', '在', '卖', '，', '招灾', '了', '？', '还是', '预测', '将', '招灾', '？']",-10,202
2022/6/24,142,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '十日', '二十日', '线', '很难', '冲破']",0,185
2022/6/24,143,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '工资', '到位', '我来', '了']",1,315
2022/6/24,144,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '哎', '走', '了', '走', '了', '，', '不', '跟', '你', '慢慢']",0,242
2022/6/24,145,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '买到', '大便', '股']",-1,186
2022/6/24,146,"['这么', '好的', '行情', '浪费', '在', '这个', '垃圾', '身上', '了', '，', '唉']",-7,190
2022/6/24,147,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '科绿斯']",0,267
2022/6/24,148,"['真', '搞笑', '啊', '，', '讲个', '笑话', '这是', '家电', '股']",0,279
2022/6/24,149,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '真', '失望', '！', '！', '！']",0,189
2022/6/24,150,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '急涨', '慢', '跌出', '货', '啦']",-1,175
2022/6/24,151,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '绿毛龟']",0,203
2022/6/24,152,"['垃圾', '的', '不能', '再', '垃圾', '的', '股', '，', '劝', '你', '善良']",5,348
2022/6/24,153,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '拉高', '出货', '，', '主力', '这', '几天', '已']",8,239
2022/6/24,154,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '臻', '良', '哥哥', '下周', '要', '减持', '了', '垃']",-2,201
2022/6/24,155,"['科沃', '斯', '！', '石头', '科技', '这', '两', '扫地机', '都', '不涨', '！', '估计', '是']",0,209
2022/6/24,156,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '20', '日', '，', '10', '日', '，', '5', '日线', '均', '有']",0,356
2022/6/24,157,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '买入', '不动', '如山']",0,358
2022/6/24,158,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '科沃', '斯', '这', '几天', '持续', '净', '流出']",0,203
2022/6/24,159,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '周末', '一定', '有利', '好', '家电', '的', '消']",1,347
2022/6/24,160,"['没', '希望', '，', '抓紧', '撤出']",0,190
2022/6/24,161,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '这里', '的', '主力', '是', '真的', '磨人', '我忍', '！']",7,158
2022/6/24,162,"['又', '是', '一样', '的', '配方', '，', '早上', '射', '一下', '就', '回落']",-1,198
2022/6/24,163,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '来根', '大阳线']",0,158
2022/6/24,164,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '这股', '非赶', '大盘', '下', 'V', '之前', '启动']",0,196
2022/6/24,165,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '这股', '洗人', '非常', '厉害']",0,392
